,Unnamed: 0,filename,names,counts
54,14,5rwR5EEnrRUd0X6N2Z11T278J3AZ3BTpPGjK,['modi'],"{""modi"": 4, ""gandhi"": 2}"
55,15,eBXZeVVpBZTJbKDQjVEETgE8kl6WZwImkmxP,['Unknown'],"{""gandhi"": 1}"
56,16,6P0OR443POT74XKY1x22TWk8lk7kRYUjpAeL,[],"{""kejriwal"": 1}"
57,17,11QA4nnK1AHERwnV6AyyTblPJ0DB1oIN9N7X,"['yadav', 'gandhi']","{""gandhi"": 1}"
58,18,pPGjB00lPjTdywNrOpZZTpyYWG8E35td81w6,['modi'],"{""modi"": 5}"
59,19,7PjR5NNVPRT5D6dQRmOOIkL48xP0WKfpPKmB,['gandhi'],"{""modi"": 2, ""gandhi"": 3}"
60,0,Nv3d655JvdTVOZ1ly0wwTvZ4En9yD6sAk2x8,"['Unknown', 'gandhi', 'kejriwal', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","{""kejriwal"": 2, ""yadav"": 2}"
61,1,wPNGm99VPGTEv5P09kddTRZ8kw2KOoCLwd0N,"['kejriwal', 'Unknown']","{""kejriwal"": 2, ""yadav"": 1}"
62,2,Y7wdD55E7dtRp5PD0OeeClW1pgW1eZHvR35X,['yadav'],"{""yadav"": 1}"
63,3,5rwR5EEnrRUd0X6N2Z11T27NQr9eG8Tp5Jww,"['kejriwal', 'Unknown', 'yadav']","{""yadav"": 1}"
64,4,Drldx22ZrdUpXW2ENbPPFAK5991neBUw73Nw,['yadav'],"{""yadav"": 5}"
65,5,9rpw0QQErwU5RVAmKGQQIkvQGrop8pcVQ2WQ,['Unknown'],"{""owaisi"": 1}"
66,6,4rAQ0LLGrQUKdw6yVXpphPl2n9Pj8xINKm0j,['Unknown'],"{""kejriwal"": 1}"
67,7,6P0OR443POT74XKY1x22TWkdLBJ7XDFjojEG,"['Unknown', 'gandhi', 'kejriwal']","{""kejriwal"": 1}"
68,8,ArXogppwroUVpeDRgbGGTJkm4DRwAgSNKKbr,[],"{""gandhi"": 1}"
69,9,vP4j5223PjTGjVkr9pBBuELBo1889eUXBPDr,[],"{""gandhi"": 1}"
70,10,geyK7EEbeKcKLjdR2EkkhLG8Zg889puOG46Z,['Unknown'],"{""modi"": 3, ""gandhi"": 1}"
71,11,OGV76559G7iLOWp75K00TmAd7X0AYNcV9k3j,[],"{""modi"": 3, ""gandhi"": 1}"
